Date,City,Pollutant,Klimerko,SEPA_city_mean,SEPA_station_n,Season
2019-12-07,Beograd,PM10,77,104.81,3,Heating
2019-12-08,Beograd,PM10,75,89.36666666666667,3,Heating
2019-12-09,Beograd,PM10,37,61.37333333333333,3,Heating
2019-12-10,Beograd,PM10,27,29.84666666666666,3,Heating
2019-12-11,Beograd,PM10,21,27.01333333333333,3,Heating
2019-12-12,Beograd,PM10,36,41.35666666666667,3,Heating
2019-12-13,Beograd,PM10,29,37.66,3,Heating
2019-12-14,Beograd,PM10,27,27.96333333333333,3,Heating
2019-12-15,Beograd,PM10,42,64.83666666666666,3,Heating
2019-12-16,Beograd,PM10,67,107.0433333333333,3,Heating
2019-12-17,Beograd,PM10,71,116.21,3,Heating
2019-12-18,Beograd,PM10,73,115.0933333333333,3,Heating
2019-12-19,Beograd,PM10,58,98.92999999999999,3,Heating
2019-12-20,Beograd,PM10,29,31.94666666666667,3,Heating
2019-12-21,Beograd,PM10,12,17.83,3,Heating
2019-12-22,Beograd,PM10,10,10.92,3,Heating
2019-12-23,Beograd,PM10,20,5.226666666666667,3,Heating
2019-12-24,Beograd,PM10,11,10.73,3,Heating
2019-12-25,Beograd,PM10,21,28.97333333333333,3,Heating
2019-12-26,Beograd,PM10,20,17.27333333333333,3,Heating
2019-12-27,Beograd,PM10,29,29.25333333333333,3,Heating
2019-12-28,Beograd,PM10,14,12.35333333333333,3,Heating
2019-12-29,Beograd,PM10,15,17.2,3,Heating
2019-12-30,Beograd,PM10,26,32.89333333333334,3,Heating
2019-12-31,Beograd,PM10,58,78.23,3,Heating
2019-10-22,Smederevo,PM10,57,78.2,2,Heating
2019-10-23,Smederevo,PM10,38,72.43,2,Heating
2019-10-24,Smederevo,PM10,36,53.45,2,Heating
2019-10-25,Smederevo,PM10,82,71.75,2,Heating
2019-10-26,Smederevo,PM10,141,129.63,2,Heating
2019-10-27,Smederevo,PM10,126,89.25,2,Heating
2019-10-28,Smederevo,PM10,174,123.215,2,Heating
2019-10-29,Smederevo,PM10,88,55.39,2,Heating
2019-10-30,Smederevo,PM10,37,20.365,2,Heating
2019-10-31,Smederevo,PM10,23,16.59,2,Heating
2019-11-01,Smederevo,PM10,29,18.65,2,Heating
2019-11-02,Smederevo,PM10,36,29.445,2,Heating
2019-11-03,Smederevo,PM10,29,24.745,2,Heating
2019-11-04,Smederevo,PM10,70,27.69,2,Heating
2019-11-05,Smederevo,PM10,10,19.58,2,Heating
2019-11-06,Smederevo,PM10,24,18.035,2,Heating
2019-11-07,Smederevo,PM10,68,29.605,2,Heating
2019-11-08,Smederevo,PM10,29,14.7,2,Heating
2019-11-09,Smederevo,PM10,22,16.38,2,Heating
2019-11-10,Smederevo,PM10,15,14.155,2,Heating
2019-11-11,Smederevo,PM10,64,32.92,2,Heating
2019-11-12,Smederevo,PM10,36,34.825,2,Heating
2019-11-13,Smederevo,PM10,31,37.48999999999999,2,Heating
2019-11-14,Smederevo,PM10,38,37.925,2,Heating
2019-11-15,Smederevo,PM10,40,43.055,2,Heating
2019-11-16,Smederevo,PM10,30,36.0,2,Heating
2019-11-17,Smederevo,PM10,16,19.815,2,Heating
2019-11-18,Smederevo,PM10,35,33.31,2,Heating
2019-11-19,Smederevo,PM10,28,38.875,2,Heating
2019-11-20,Smederevo,PM10,35,32.985,2,Heating
2019-11-21,Smederevo,PM10,28,29.785,2,Heating
2019-11-22,Smederevo,PM10,14,10.395,2,Heating
2019-11-23,Smederevo,PM10,21,18.57,2,Heating
2019-11-24,Smederevo,PM10,20,18.54,2,Heating
2019-11-25,Smederevo,PM10,21,22.475,2,Heating
2019-11-26,Smederevo,PM10,37,36.875,2,Heating
2019-11-27,Smederevo,PM10,40,47.35,2,Heating
2019-11-28,Smederevo,PM10,73,53.7,2,Heating
2019-11-29,Smederevo,PM10,102,78.69,2,Heating
2019-11-30,Smederevo,PM10,20,27.795,2,Heating
2019-12-01,Smederevo,PM10,61,75.755,2,Heating
2019-12-02,Smederevo,PM10,43,44.66,2,Heating
2019-12-03,Smederevo,PM10,60,61.47,2,Heating
2019-12-04,Smederevo,PM10,150,163.58,2,Heating
2019-12-05,Smederevo,PM10,84,101.895,2,Heating
2019-12-06,Smederevo,PM10,114,139.405,2,Heating
2019-12-07,Smederevo,PM10,177,179.21,2,Heating
2019-12-08,Smederevo,PM10,94,102.26,2,Heating
2019-12-09,Smederevo,PM10,56,67.73,2,Heating
2019-12-10,Smederevo,PM10,63,50.415,2,Heating
2019-12-11,Smederevo,PM10,36,44.04,2,Heating
2019-12-12,Smederevo,PM10,57,50.11499999999999,2,Heating
2019-12-13,Smederevo,PM10,34,41.2,2,Heating
2019-12-14,Smederevo,PM10,83,61.175,2,Heating
2019-12-15,Smederevo,PM10,74,73.61,2,Heating
2019-12-16,Smederevo,PM10,91,109.99,2,Heating
2019-12-17,Smederevo,PM10,95,129.04,2,Heating
2019-12-18,Smederevo,PM10,173,155.16,2,Heating
2019-12-19,Smederevo,PM10,83,99.745,2,Heating
2019-12-20,Smederevo,PM10,42,47.62,2,Heating
2019-12-21,Smederevo,PM10,25,38.1,2,Heating
2019-12-22,Smederevo,PM10,29,31.8,2,Heating
2019-12-23,Smederevo,PM10,12,12.955,2,Heating
2019-12-24,Smederevo,PM10,18,16.98,2,Heating
2019-12-25,Smederevo,PM10,47,37.045,2,Heating
2019-12-26,Smederevo,PM10,35,27.305,2,Heating
2019-12-27,Smederevo,PM10,40,38.71,2,Heating
2019-12-28,Smederevo,PM10,22,19.75,2,Heating
2019-12-29,Smederevo,PM10,23,21.955,2,Heating
2019-12-30,Smederevo,PM10,41,51.845,2,Heating
2019-12-31,Smederevo,PM10,63,96.27000000000001,2,Heating
2019-11-06,Valjevo,PM10,10,32.5,1,Heating
2019-11-09,Valjevo,PM10,64,45.5,1,Heating
2019-11-10,Valjevo,PM10,46,26.5,1,Heating
2019-11-11,Valjevo,PM10,72,51.7,1,Heating
2019-11-12,Valjevo,PM10,67,57.0,1,Heating
2019-11-13,Valjevo,PM10,9,19.8,1,Heating
2019-11-14,Valjevo,PM10,36,31.4,1,Heating
2019-11-15,Valjevo,PM10,29,60.6,1,Heating
2019-11-16,Valjevo,PM10,23,97.2,1,Heating
2019-11-23,Valjevo,PM10,70,98.8,1,Heating
2019-11-24,Valjevo,PM10,47,79.4,1,Heating
2019-12-03,Valjevo,PM10,59,77.6,1,Heating
2019-12-05,Valjevo,PM10,80,71.6,1,Heating
2019-12-06,Valjevo,PM10,80,206.9,1,Heating
2019-10-07,Beograd,PM2.5,18,22.8,3,Non-heating
2019-10-08,Beograd,PM2.5,14,15.86666666666667,3,Non-heating
2019-10-09,Beograd,PM2.5,19,21.9,3,Non-heating
2019-10-10,Beograd,PM2.5,21,23.36666666666666,3,Non-heating
2019-10-11,Beograd,PM2.5,12,14.3,3,Non-heating
2019-10-12,Beograd,PM2.5,27,26.33333333333333,3,Non-heating
2019-10-13,Beograd,PM2.5,43,39.26666666666667,3,Non-heating
2019-10-14,Beograd,PM2.5,44,53.20000000000001,3,Non-heating
2019-10-15,Beograd,PM2.5,47,57.16666666666666,3,Heating
2019-10-16,Beograd,PM2.5,23,34.33333333333334,3,Heating
2019-10-17,Beograd,PM2.5,36,45.1,3,Heating
2019-10-18,Beograd,PM2.5,46,61.13333333333333,3,Heating
2019-10-19,Beograd,PM2.5,61,73.73333333333333,3,Heating
2019-10-20,Beograd,PM2.5,46,69.46666666666665,3,Heating
2019-10-21,Beograd,PM2.5,40,45.4,3,Heating
2019-10-22,Beograd,PM2.5,103,75.13333333333334,3,Heating
2019-10-23,Beograd,PM2.5,43,61.4,3,Heating
2019-10-24,Beograd,PM2.5,23,36.83333333333334,3,Heating
2019-10-25,Beograd,PM2.5,67,75.7,3,Heating
2019-10-26,Beograd,PM2.5,76,100.7333333333333,3,Heating
2019-10-27,Beograd,PM2.5,83,100.0333333333333,3,Heating
2019-10-28,Beograd,PM2.5,65,84.3,3,Heating
2019-10-29,Beograd,PM2.5,33,43.43333333333334,3,Heating
2019-10-31,Beograd,PM2.5,10,17.13333333333334,3,Heating
2019-11-01,Beograd,PM2.5,7,13.76666666666667,3,Heating
2019-11-02,Beograd,PM2.5,12,18.33333333333333,3,Heating
2019-11-03,Beograd,PM2.5,8,13.43333333333333,3,Heating
2019-11-04,Beograd,PM2.5,7,11.63333333333333,3,Heating
2019-11-05,Beograd,PM2.5,5,6.233333333333333,3,Heating
2019-11-06,Beograd,PM2.5,12,9.366666666666667,3,Heating
2019-11-07,Beograd,PM2.5,16,17.56666666666667,3,Heating
2019-11-08,Beograd,PM2.5,17,23.1,3,Heating
2019-11-09,Beograd,PM2.5,20,10.43333333333333,3,Heating
2019-11-10,Beograd,PM2.5,27,20.9,3,Heating
2019-11-11,Beograd,PM2.5,30,24.93333333333333,3,Heating
2019-11-12,Beograd,PM2.5,37,19.6,3,Heating
2019-11-13,Beograd,PM2.5,12,11.0,3,Heating
2019-11-14,Beograd,PM2.5,17,21.73333333333333,3,Heating
2019-11-15,Beograd,PM2.5,16,23.8,3,Heating
2019-11-16,Beograd,PM2.5,11,14.53333333333333,3,Heating
2019-11-17,Beograd,PM2.5,10,11.3,3,Heating
2019-11-18,Beograd,PM2.5,16,15.63333333333333,3,Heating
2019-11-19,Beograd,PM2.5,19,19.6,3,Heating
2019-11-20,Beograd,PM2.5,12,13.43333333333333,3,Heating
2019-11-21,Beograd,PM2.5,9,11.06666666666667,3,Heating
2019-11-22,Beograd,PM2.5,5,4.166666666666667,3,Heating
2019-11-23,Beograd,PM2.5,6,8.366666666666667,3,Heating
2019-11-24,Beograd,PM2.5,10,10.8,3,Heating
2019-11-25,Beograd,PM2.5,10,9.1,3,Heating
2019-11-26,Beograd,PM2.5,30,30.5,3,Heating
2019-11-27,Beograd,PM2.5,26,35.43333333333333,3,Heating
2019-11-28,Beograd,PM2.5,17,20.26666666666667,3,Heating
2019-11-29,Beograd,PM2.5,17,23.0,3,Heating
2019-11-30,Beograd,PM2.5,10,15.56666666666667,3,Heating
2019-12-01,Beograd,PM2.5,21,26.2,3,Heating
2019-12-02,Beograd,PM2.5,14,18.73333333333333,3,Heating
2019-12-03,Beograd,PM2.5,20,25.4,2,Heating
2019-12-04,Beograd,PM2.5,31,45.53333333333333,3,Heating
2019-12-05,Beograd,PM2.5,26,42.73333333333333,3,Heating
2019-12-06,Beograd,PM2.5,39,63.46666666666667,3,Heating
2019-12-07,Beograd,PM2.5,62,98.30000000000001,3,Heating
2019-12-08,Beograd,PM2.5,60,78.76666666666667,3,Heating
2019-12-09,Beograd,PM2.5,30,51.4,3,Heating
2019-12-10,Beograd,PM2.5,21,29.7,2,Heating
2019-12-11,Beograd,PM2.5,16,23.36666666666666,3,Heating
2019-12-12,Beograd,PM2.5,29,37.8,3,Heating
2019-12-13,Beograd,PM2.5,23,33.2,3,Heating
2019-12-14,Beograd,PM2.5,22,24.2,3,Heating
2019-12-15,Beograd,PM2.5,34,53.43333333333334,3,Heating
2019-12-16,Beograd,PM2.5,54,91.06666666666666,3,Heating
2019-12-17,Beograd,PM2.5,58,98.23333333333335,3,Heating
2019-12-18,Beograd,PM2.5,60,101.55,2,Heating
2019-12-19,Beograd,PM2.5,48,87.6,2,Heating
2019-12-20,Beograd,PM2.5,23,26.66666666666667,3,Heating
2019-12-21,Beograd,PM2.5,9,12.4,3,Heating
2019-12-22,Beograd,PM2.5,7,8.533333333333333,3,Heating
2019-12-23,Beograd,PM2.5,5,5.0,3,Heating
2019-12-24,Beograd,PM2.5,9,9.633333333333333,3,Heating
2019-12-25,Beograd,PM2.5,17,27.66666666666667,3,Heating
2019-12-26,Beograd,PM2.5,16,16.6,2,Heating
2019-12-27,Beograd,PM2.5,21,26.4,3,Heating
2019-12-28,Beograd,PM2.5,10,10.2,2,Heating
2019-12-29,Beograd,PM2.5,12,16.85,2,Heating
2019-12-30,Beograd,PM2.5,20,29.53333333333333,3,Heating
2019-12-31,Beograd,PM2.5,44,71.93333333333332,3,Heating
2019-10-30,Beograd,PM2.5,12,22.25,2,Heating
2019-10-22,Smederevo,PM2.5,45,40.9,1,Heating
2019-10-23,Smederevo,PM2.5,31,30.0,1,Heating
2019-10-24,Smederevo,PM2.5,29,22.4,1,Heating
2019-10-25,Smederevo,PM2.5,68,31.8,1,Heating
2019-10-26,Smederevo,PM2.5,117,61.9,1,Heating
2019-10-27,Smederevo,PM2.5,102,52.0,1,Heating
2019-10-29,Smederevo,PM2.5,74,19.4,1,Heating
2019-11-01,Smederevo,PM2.5,23,5.9,1,Heating
2019-11-02,Smederevo,PM2.5,28,6.5,1,Heating
2019-11-03,Smederevo,PM2.5,24,6.3,1,Heating
2019-11-04,Smederevo,PM2.5,53,7.3,1,Heating
2019-11-06,Smederevo,PM2.5,19,3.8,1,Heating
2019-11-09,Smederevo,PM2.5,17,1.6,1,Heating
2019-11-12,Smederevo,PM2.5,29,21.4,1,Heating
2019-11-13,Smederevo,PM2.5,24,27.2,1,Heating
2019-11-14,Smederevo,PM2.5,28,27.5,1,Heating
2019-11-15,Smederevo,PM2.5,30,34.4,1,Heating
2019-11-16,Smederevo,PM2.5,23,24.2,1,Heating
2019-11-17,Smederevo,PM2.5,14,13.9,1,Heating
2019-11-18,Smederevo,PM2.5,27,26.0,1,Heating
2019-11-19,Smederevo,PM2.5,23,30.0,1,Heating
2019-11-20,Smederevo,PM2.5,28,26.0,1,Heating
2019-11-21,Smederevo,PM2.5,21,24.1,1,Heating
2019-11-22,Smederevo,PM2.5,10,6.7,1,Heating
2019-11-23,Smederevo,PM2.5,16,12.4,1,Heating
2019-11-24,Smederevo,PM2.5,16,14.2,1,Heating
2019-11-25,Smederevo,PM2.5,16,14.3,1,Heating
2019-11-26,Smederevo,PM2.5,28,31.7,1,Heating
2019-11-27,Smederevo,PM2.5,31,38.0,1,Heating
2019-11-28,Smederevo,PM2.5,59,48.9,1,Heating
2019-11-29,Smederevo,PM2.5,83,77.2,1,Heating
2019-11-30,Smederevo,PM2.5,16,20.6,1,Heating
2019-12-01,Smederevo,PM2.5,49,56.7,1,Heating
2019-12-02,Smederevo,PM2.5,32,32.6,1,Heating
2019-12-03,Smederevo,PM2.5,46,55.3,1,Heating
2019-12-04,Smederevo,PM2.5,117,119.3,1,Heating
2019-12-05,Smederevo,PM2.5,66,95.0,1,Heating
2019-12-06,Smederevo,PM2.5,89,118.0,1,Heating
2019-12-07,Smederevo,PM2.5,144,138.6,1,Heating
2019-12-08,Smederevo,PM2.5,76,102.4,1,Heating
2019-12-09,Smederevo,PM2.5,44,62.2,1,Heating
2019-12-10,Smederevo,PM2.5,50,40.4,1,Heating
2019-12-11,Smederevo,PM2.5,28,23.0,1,Heating
2019-12-12,Smederevo,PM2.5,44,37.7,1,Heating
2019-12-13,Smederevo,PM2.5,27,30.4,1,Heating
2019-12-14,Smederevo,PM2.5,65,51.6,1,Heating
2019-12-15,Smederevo,PM2.5,59,68.4,1,Heating
2019-12-16,Smederevo,PM2.5,72,108.8,1,Heating
2019-12-17,Smederevo,PM2.5,76,121.3,1,Heating
2019-12-18,Smederevo,PM2.5,141,135.3,1,Heating
2019-12-19,Smederevo,PM2.5,65,92.6,1,Heating
2019-12-20,Smederevo,PM2.5,31,35.2,1,Heating
2019-12-21,Smederevo,PM2.5,19,23.5,1,Heating
2019-12-22,Smederevo,PM2.5,23,20.9,1,Heating
2019-12-23,Smederevo,PM2.5,10,5.0,1,Heating
2019-12-24,Smederevo,PM2.5,13,9.8,1,Heating
2019-12-25,Smederevo,PM2.5,37,24.0,1,Heating
2019-12-26,Smederevo,PM2.5,27,17.4,1,Heating
2019-12-27,Smederevo,PM2.5,30,23.4,1,Heating
2019-12-28,Smederevo,PM2.5,17,12.2,1,Heating
2019-12-29,Smederevo,PM2.5,17,12.9,1,Heating
2019-12-30,Smederevo,PM2.5,31,34.0,1,Heating
2019-12-31,Smederevo,PM2.5,47,83.7,1,Heating
2019-11-06,Valjevo,PM2.5,10,29.8,1,Heating
2019-11-09,Valjevo,PM2.5,56,41.3,1,Heating
2019-11-10,Valjevo,PM2.5,38,27.4,1,Heating
2019-11-11,Valjevo,PM2.5,60,48.3,1,Heating
2019-11-12,Valjevo,PM2.5,56,54.7,1,Heating
2019-11-13,Valjevo,PM2.5,7,12.3,1,Heating
2019-11-14,Valjevo,PM2.5,29,32.4,1,Heating
2019-11-15,Valjevo,PM2.5,23,53.8,1,Heating
2019-11-16,Valjevo,PM2.5,20,77.1,1,Heating
2019-11-17,Valjevo,PM2.5,19,38.9,1,Heating
2019-11-18,Valjevo,PM2.5,19,38.9,1,Heating
2019-11-20,Valjevo,PM2.5,13,38.8,1,Heating
2019-11-23,Valjevo,PM2.5,58,67.2,1,Heating
2019-11-24,Valjevo,PM2.5,39,63.7,1,Heating
2019-12-03,Valjevo,PM2.5,48,60.5,1,Heating
2019-12-05,Valjevo,PM2.5,62,53.0,1,Heating
2019-12-06,Valjevo,PM2.5,62,128.7,1,Heating
2020-01-14,Novi Sad,PM10,58,69.465,2,Heating
2020-01-15,Novi Sad,PM10,61,84.84,2,Heating
2020-01-16,Novi Sad,PM10,62,72.655,2,Heating
2020-01-17,Novi Sad,PM10,49,51.13,2,Heating
2020-01-18,Novi Sad,PM10,58,69.155,2,Heating
2020-01-19,Novi Sad,PM10,37,42.765,2,Heating
2020-01-20,Novi Sad,PM10,62,65.775,2,Heating
2020-01-21,Novi Sad,PM10,47,53.45,2,Heating
2020-01-22,Novi Sad,PM10,57,67.485,2,Heating
2020-01-23,Novi Sad,PM10,46,55.66500000000001,2,Heating
2020-01-24,Novi Sad,PM10,63,78.655,2,Heating
2020-01-25,Novi Sad,PM10,121,132.5,2,Heating
2020-01-29,Novi Sad,PM10,24,23.545,2,Heating
2020-01-30,Novi Sad,PM10,17,33.315,2,Heating
2020-01-31,Novi Sad,PM10,11,29.685,2,Heating
2020-02-01,Novi Sad,PM10,9,20.175,2,Heating
2020-02-02,Novi Sad,PM10,9,16.81,2,Heating
2020-02-03,Novi Sad,PM10,16,33.195,2,Heating
2020-02-04,Novi Sad,PM10,9,19.115,2,Heating
2020-02-05,Novi Sad,PM10,6,13.755,2,Heating
2020-02-06,Novi Sad,PM10,24,36.455,2,Heating
2020-02-07,Novi Sad,PM10,31,33.955,2,Heating
2020-02-10,Novi Sad,PM10,13,28.765,2,Heating
2020-02-11,Novi Sad,PM10,6,13.135,2,Heating
2020-02-12,Novi Sad,PM10,8,21.595,2,Heating
2020-02-13,Novi Sad,PM10,20,24.665,2,Heating
2020-02-14,Novi Sad,PM10,28,28.07,2,Heating
2020-02-15,Novi Sad,PM10,39,39.605,2,Heating
2020-02-16,Novi Sad,PM10,56,52.69,2,Heating
2020-02-17,Novi Sad,PM10,52,66.035,2,Heating
2020-02-18,Novi Sad,PM10,30,39.965,2,Heating
2020-02-19,Novi Sad,PM10,27,44.18,2,Heating
2020-02-20,Novi Sad,PM10,23,34.585,2,Heating
2020-02-21,Novi Sad,PM10,15,31.65,2,Heating
2020-02-22,Novi Sad,PM10,16,26.025,2,Heating
2020-02-23,Novi Sad,PM10,24,30.405,2,Heating
2020-02-24,Novi Sad,PM10,18,36.37,2,Heating
2020-02-26,Novi Sad,PM10,8,35.525,2,Heating
2020-02-27,Novi Sad,PM10,12,18.585,2,Heating
2020-02-28,Novi Sad,PM10,9,15.0,2,Heating
2020-02-29,Novi Sad,PM10,6,72.565,2,Heating
2020-03-01,Novi Sad,PM10,9,19.435,2,Heating
2020-03-02,Novi Sad,PM10,6,17.545,2,Heating
2020-03-03,Novi Sad,PM10,13,23.48,2,Heating
2020-03-04,Novi Sad,PM10,33,27.145,2,Heating
2020-03-05,Novi Sad,PM10,32,31.51,2,Heating
2020-03-06,Novi Sad,PM10,33,28.8,2,Heating
2020-03-07,Novi Sad,PM10,35,28.165,2,Heating
2020-03-08,Novi Sad,PM10,43,27.76,2,Heating
2020-03-09,Novi Sad,PM10,51,40.55,2,Heating
2020-03-10,Novi Sad,PM10,48,46.445,2,Heating
2020-03-11,Novi Sad,PM10,20,42.22,2,Heating
2020-03-12,Novi Sad,PM10,19,44.53,2,Heating
2020-03-13,Novi Sad,PM10,16,34.115,2,Heating
2020-03-14,Novi Sad,PM10,11,21.84,2,Heating
2020-03-15,Novi Sad,PM10,12,16.105,2,Heating
2020-03-16,Novi Sad,PM10,17,31.14,2,Heating
2020-03-17,Novi Sad,PM10,39,62.54000000000001,2,Heating
2020-03-18,Novi Sad,PM10,37,49.595,2,Heating
2020-03-19,Novi Sad,PM10,39,52.78,2,Heating
2020-03-20,Novi Sad,PM10,44,61.925,2,Heating
2020-03-21,Novi Sad,PM10,33,52.74,2,Heating
2020-03-22,Novi Sad,PM10,10,14.665,2,Heating
2020-03-23,Novi Sad,PM10,18,20.325,2,Heating
2020-03-24,Novi Sad,PM10,15,14.47,2,Heating
2020-03-25,Novi Sad,PM10,22,22.48,2,Heating
2020-03-26,Novi Sad,PM10,20,63.145,2,Heating
2020-03-27,Novi Sad,PM10,29,278.525,2,Heating
2020-03-28,Novi Sad,PM10,29,156.75,2,Heating
2020-03-29,Novi Sad,PM10,36,77.27000000000001,2,Heating
2020-03-30,Novi Sad,PM10,32,34.32,2,Heating
2020-04-01,Novi Sad,PM10,14,26.41,1,Heating
2020-04-02,Novi Sad,PM10,18,35.68,1,Heating
2020-04-03,Novi Sad,PM10,37,63.54,1,Heating
2020-04-04,Novi Sad,PM10,27,55.87,1,Heating
2020-04-05,Novi Sad,PM10,23,37.66,1,Heating
2020-04-06,Novi Sad,PM10,18,70.62,1,Heating
2020-04-07,Novi Sad,PM10,13,36.71,1,Heating
2020-04-08,Novi Sad,PM10,16,42.36,1,Heating
2020-04-09,Novi Sad,PM10,32,74.07,1,Heating
2020-04-10,Novi Sad,PM10,20,51.97,1,Heating
2020-04-11,Novi Sad,PM10,12,33.83,1,Heating
2020-04-12,Novi Sad,PM10,13,30.96,1,Heating
2020-04-13,Novi Sad,PM10,33,57.59,1,Heating
2020-05-18,Novi Sad,PM10,11,22.88,2,Non-heating
2020-05-19,Novi Sad,PM10,27,36.09,2,Non-heating
2020-05-20,Novi Sad,PM10,22,27.825,2,Non-heating
2020-05-21,Novi Sad,PM10,7,23.835,2,Non-heating
2020-05-22,Novi Sad,PM10,4,20.375,2,Non-heating
2020-05-23,Novi Sad,PM10,10,19.685,2,Non-heating
2020-05-24,Novi Sad,PM10,6,16.95,2,Non-heating
2020-05-25,Novi Sad,PM10,3,15.82,2,Non-heating
2020-05-26,Novi Sad,PM10,6,17.005,2,Non-heating
2020-05-27,Novi Sad,PM10,7,20.835,2,Non-heating
2020-05-28,Novi Sad,PM10,13,20.975,2,Non-heating
2020-05-29,Novi Sad,PM10,19,22.28,2,Non-heating
2020-05-30,Novi Sad,PM10,13,21.795,2,Non-heating
2020-05-31,Novi Sad,PM10,4,14.405,2,Non-heating
2020-06-01,Novi Sad,PM10,14,18.295,2,Non-heating
2020-06-02,Novi Sad,PM10,9,23.535,2,Non-heating
2020-06-04,Novi Sad,PM10,3,16.075,2,Non-heating
2020-06-05,Novi Sad,PM10,2,23.915,2,Non-heating
2020-06-06,Novi Sad,PM10,8,26.605,2,Non-heating
2020-06-07,Novi Sad,PM10,14,32.44,2,Non-heating
2020-06-08,Novi Sad,PM10,13,25.855,2,Non-heating
2020-06-09,Novi Sad,PM10,10,18.875,2,Non-heating
2020-06-10,Novi Sad,PM10,11,20.325,2,Non-heating
2020-06-11,Novi Sad,PM10,6,19.69,2,Non-heating
2020-06-12,Novi Sad,PM10,3,17.07,2,Non-heating
2020-06-13,Novi Sad,PM10,6,18.975,2,Non-heating
2020-06-14,Novi Sad,PM10,7,21.155,2,Non-heating
2020-06-15,Novi Sad,PM10,8,18.04,2,Non-heating
2020-06-16,Novi Sad,PM10,12,19.095,2,Non-heating
2020-06-17,Novi Sad,PM10,17,20.455,2,Non-heating
